hi_score,hc_score,di_score,dc_score,target_quadrant
16,19,6,12,Distributed-Individual
16,10,11,17,Distributed-Collective
16,19,5,17,Distributed-Individual
20,22,6,12,Hierarchical-Collective
20,22,10,5,Distributed-Collective
11,22,5,17,Hierarchical-Collective
12,22,6,8,Distributed-Collective
21,22,6,12,Distributed-Collective
18,16,20,12,Distributed-Collective
21,22,5,12,Distributed-Collective
18,16,15,12,Distributed-Collective
13,22,6,21,Distributed-Collective
9,16,20,21,Distributed-Collective
12,22,6,21,Distributed-Individual
11,14,15,12,Hierarchical-Individual
12,19,11,21,Distributed-Individual
10,22,5,12,Hierarchical-Individual
20,22,10,8,Distributed-Individual
20,14,19,5,Hierarchical-Individual
20,19,15,8,Distributed-Individual
18,22,8,5,Hierarchical-Individual
20,22,10,17,Distributed-Individual
20,14,19,8,Hierarchical-Individual
20,19,15,17,Distributed-Individual
18,22,8,8,Hierarchical-Individual
19,14,14,12,Distributed-Collective
19,22,12,5,Hierarchical-Collective
21,16,18,8,Hierarchical-Individual
18,21,17,5,Distributed-Collective
20,23,15,8,Hierarchical-Individual
19,13,23,8,Hierarchical-Collective
21,16,14,8,Hierarchical-Individual
18,21,12,5,Distributed-Collective
20,23,11,8,Hierarchical-Individual
19,13,19,8,Hierarchical-Collective
16,20,10,12,Distributed-Individual
16,20,10,8,Distributed-Individual
8,20,14,21,Distributed-Individual
8,20,10,17,Distributed-Individual
8,20,10,25,Distributed-Individual
16,20,5,12,Distributed-Individual
9,21,9,21,Hierarchical-Collective
6,23,5,21,Distributed-Collective
18,21,9,12,Hierarchical-Collective
15,23,5,12,Distributed-Collective
18,21,5,8,Hierarchical-Collective
15,23,5,8,Distributed-Collective
7,23,12,17,Hierarchical-Individual
9,21,12,17,Distributed-Individual
8,15,20,17,Hierarchical-Individual
9,22,12,17,Hierarchical-Collective
7,23,8,21,Hierarchical-Individual
9,21,8,21,Distributed-Individual
8,15,16,21,Hierarchical-Individual
9,22,8,21,Hierarchical-Collective
7,23,12,17,Hierarchical-Individual
9,21,12,17,Distributed-Individual
8,15,20,17,Hierarchical-Individual
9,22,12,17,Hierarchical-Collective
16,23,12,17,Hierarchical-Individual
17,21,12,17,Distributed-Individual
16,15,20,17,Hierarchical-Individual
17,22,12,17,Hierarchical-Collective
18,19,8,17,Hierarchical-Collective
21,12,8,8,Hierarchical-Individual
10,19,12,25,Hierarchical-Collective
13,12,12,17,Hierarchical-Individual
11,23,10,17,Distributed-Individual
7,24,14,8,Distributed-Collective
19,23,5,8,Distributed-Individual
15,24,10,5,Distributed-Collective
11,23,5,21,Distributed-Individual
7,24,5,12,Distributed-Collective
19,23,5,12,Distributed-Individual
15,24,10,5,Distributed-Collective
10,21,5,25,Distributed-Individual
18,21,5,12,Distributed-Individual
10,21,5,17,Distributed-Individual
18,21,9,17,Distributed-Individual
10,21,5,17,Distributed-Individual
11,14,22,25,Hierarchical-Collective
11,24,9,25,Hierarchical-Individual
11,12,17,21,Distributed-Individual
11,13,14,12,Hierarchical-Collective
11,12,21,21,Distributed-Individual
11,13,18,12,Hierarchical-Collective
16,13,14,5,Distributed-Collective
16,12,14,12,Hierarchical-Individual
16,13,18,8,Distributed-Collective
16,12,18,17,Hierarchical-Individual
8,13,18,8,Distributed-Collective
8,12,18,17,Hierarchical-Individual
16,13,18,5,Distributed-Collective
16,12,18,12,Hierarchical-Individual
8,13,22,12,Distributed-Collective
8,12,22,21,Hierarchical-Individual
8,13,14,12,Distributed-Collective
8,12,14,21,Hierarchical-Individual
16,12,25,5,Hierarchical-Collective
8,12,21,12,Hierarchical-Collective
16,12,25,8,Hierarchical-Collective
16,12,21,5,Hierarchical-Collective
8,12,21,12,Hierarchical-Collective
8,12,17,17,Hierarchical-Collective
8,23,8,21,Distributed-Individual
10,24,6,21,Hierarchical-Individual
8,23,8,21,Distributed-Individual
10,24,6,21,Hierarchical-Individual
8,23,8,25,Distributed-Individual
10,24,6,25,Hierarchical-Individual
8,23,8,17,Distributed-Individual
10,24,6,17,Hierarchical-Individual
17,23,12,12,Distributed-Individual
18,24,10,12,Hierarchical-Individual
20,23,8,5,Distributed-Individual
16,22,13,12,Distributed-Individual
6,20,12,8,Distributed-Individual
5,20,12,17,Distributed-Individual
9,21,5,17,Distributed-Individual
12,22,5,17,Distributed-Individual
10,12,13,17,Hierarchical-Collective
12,14,9,17,Distributed-Collective
9,19,5,17,Hierarchical-Collective
13,10,16,17,Distributed-Collective
8,20,5,8,Hierarchical-Collective
19,22,10,12,Hierarchical-Collective
17,23,11,12,Distributed-Collective
16,11,21,12,Distributed-Individual
18,23,5,5,Distributed-Individual
21,13,19,12,Distributed-Individual
20,14,19,5,Distributed-Individual
9,23,15,25,Distributed-Collective
8,11,25,25,Distributed-Individual
9,23,9,17,Distributed-Individual
13,13,23,25,Distributed-Individual
12,14,23,17,Distributed-Individual
9,23,11,17,Distributed-Collective
8,11,21,17,Distributed-Individual
9,23,5,8,Distributed-Individual
13,13,19,17,Distributed-Individual
12,14,19,8,Distributed-Individual
17,23,15,12,Distributed-Collective
16,11,25,12,Distributed-Individual
18,23,9,5,Distributed-Individual
21,13,23,12,Distributed-Individual
20,14,23,5,Distributed-Individual
17,23,15,17,Distributed-Collective
16,11,25,17,Distributed-Individual
18,23,9,8,Distributed-Individual
21,13,23,17,Distributed-Individual
20,14,23,8,Distributed-Individual
17,23,11,8,Distributed-Collective
16,11,21,8,Distributed-Individual
18,23,5,5,Distributed-Individual
21,13,19,8,Distributed-Individual
20,14,19,5,Distributed-Individual
9,23,15,21,Distributed-Collective
8,11,25,21,Distributed-Individual
9,23,9,12,Distributed-Individual
13,13,23,21,Distributed-Individual
12,14,23,12,Distributed-Individual
19,12,19,12,Distributed-Individual
19,21,14,12,Distributed-Individual
17,20,17,12,Hierarchical-Collective
19,12,10,8,Distributed-Individual
19,21,5,8,Distributed-Individual
17,20,8,8,Hierarchical-Collective
10,12,15,17,Distributed-Individual
11,21,10,17,Distributed-Individual
8,20,12,17,Hierarchical-Collective
8,23,5,21,Hierarchical-Individual
7,13,13,21,Hierarchical-Individual
10,14,16,12,Distributed-Collective
9,14,15,12,Hierarchical-Individual
11,24,5,21,Hierarchical-Individual
16,23,5,8,Hierarchical-Individual
15,13,13,8,Hierarchical-Individual
18,14,16,5,Distributed-Collective
17,14,15,5,Hierarchical-Individual
20,24,5,8,Hierarchical-Individual
8,23,5,17,Hierarchical-Individual
7,13,17,17,Hierarchical-Individual
10,14,20,8,Distributed-Collective
9,14,19,8,Hierarchical-Individual
11,24,5,17,Hierarchical-Individual
21,10,14,12,Distributed-Individual
20,14,21,12,Distributed-Individual
13,10,10,21,Distributed-Individual
11,14,17,21,Distributed-Individual
13,10,10,17,Distributed-Individual
11,14,17,17,Distributed-Individual
17,14,23,8,Distributed-Individual
18,21,9,8,Hierarchical-Collective
17,14,19,12,Distributed-Individual
18,21,5,12,Hierarchical-Collective
8,14,23,21,Distributed-Individual
10,21,9,21,Hierarchical-Collective
17,14,23,12,Distributed-Individual
18,21,9,12,Hierarchical-Collective
7,15,14,17,Hierarchical-Individual
7,15,10,21,Hierarchical-Individual
7,15,18,21,Hierarchical-Individual
16,15,14,12,Hierarchical-Individual
16,15,14,8,Hierarchical-Individual
11,15,13,21,Hierarchical-Individual
11,13,15,21,Distributed-Individual
13,13,12,21,Hierarchical-Collective
11,15,21,17,Hierarchical-Individual
11,13,24,17,Distributed-Individual
13,13,20,17,Hierarchical-Collective
19,15,21,12,Hierarchical-Individual
19,13,24,12,Distributed-Individual
21,13,20,12,Hierarchical-Collective
11,15,17,21,Hierarchical-Individual
11,13,20,21,Distributed-Individual
13,13,16,21,Hierarchical-Collective
11,15,21,17,Hierarchical-Individual
11,13,24,17,Distributed-Individual
13,13,20,17,Hierarchical-Collective
11,15,13,25,Hierarchical-Individual
11,13,15,25,Distributed-Individual
13,13,12,25,Hierarchical-Collective
11,15,21,17,Hierarchical-Individual
11,13,24,17,Distributed-Individual
13,13,20,17,Hierarchical-Collective
11,15,21,21,Hierarchical-Individual
11,13,24,21,Distributed-Individual
13,13,20,21,Hierarchical-Collective
9,23,9,8,Distributed-Individual
9,19,5,17,Distributed-Individual
9,22,9,8,Hierarchical-Collective
8,12,17,8,Distributed-Individual
11,19,8,17,Distributed-Collective
9,23,13,12,Distributed-Individual
9,19,9,21,Distributed-Individual
9,22,13,12,Hierarchical-Collective
8,12,21,12,Distributed-Individual
11,19,12,21,Distributed-Collective
9,23,5,17,Distributed-Individual
9,19,5,25,Distributed-Individual
9,22,5,17,Hierarchical-Collective
8,12,12,17,Distributed-Individual
11,19,5,25,Distributed-Collective
9,23,9,12,Distributed-Individual
9,19,5,21,Distributed-Individual
9,22,9,12,Hierarchical-Collective
8,12,17,12,Distributed-Individual
11,19,8,21,Distributed-Collective
9,23,5,12,Distributed-Individual
9,19,5,21,Distributed-Individual
9,22,5,12,Hierarchical-Collective
8,12,12,12,Distributed-Individual
11,19,5,21,Distributed-Collective
21,12,13,17,Distributed-Collective
17,22,14,8,Hierarchical-Collective
20,13,18,5,Hierarchical-Collective
9,22,14,17,Hierarchical-Collective
11,13,18,8,Hierarchical-Collective
9,22,5,17,Hierarchical-Collective
11,13,10,8,Hierarchical-Collective
17,19,8,12,Distributed-Collective
21,10,18,12,Distributed-Collective
20,13,12,5,Distributed-Collective
9,19,8,25,Distributed-Collective
12,10,18,25,Distributed-Collective
12,13,12,17,Distributed-Collective
17,19,12,17,Distributed-Collective
21,10,22,17,Distributed-Collective
20,13,17,8,Distributed-Collective
9,19,12,21,Distributed-Collective
12,10,22,21,Distributed-Collective
12,13,17,12,Distributed-Collective
21,11,23,8,Distributed-Individual
17,21,13,5,Distributed-Individual
17,21,15,8,Distributed-Collective
18,12,17,5,Distributed-Collective
12,11,19,17,Distributed-Individual
9,21,9,8,Distributed-Individual
9,21,11,17,Distributed-Collective
10,12,13,8,Distributed-Collective
12,11,19,17,Distributed-Individual
9,21,9,8,Distributed-Individual
9,21,11,17,Distributed-Collective
10,12,13,8,Distributed-Collective
21,11,19,17,Distributed-Individual
17,21,9,8,Distributed-Individual
17,21,11,17,Distributed-Collective
18,12,13,8,Distributed-Collective
12,11,15,21,Distributed-Individual
9,21,5,12,Distributed-Individual
9,21,7,21,Distributed-Collective
10,12,9,12,Distributed-Collective
22,23,11,5,Distributed-Collective
22,20,6,12,Hierarchical-Collective
21,14,15,12,Hierarchical-Collective
13,23,7,12,Distributed-Collective
13,20,5,21,Hierarchical-Collective
13,14,11,21,Hierarchical-Collective
22,23,15,5,Distributed-Collective
22,20,10,8,Hierarchical-Collective
21,14,20,8,Hierarchical-Collective
9,24,8,17,Hierarchical-Collective
18,24,12,8,Hierarchical-Collective
9,24,12,21,Hierarchical-Collective
9,24,12,25,Hierarchical-Collective
13,22,5,17,Distributed-Individual
12,20,11,8,Distributed-Individual
12,21,5,8,Distributed-Collective
13,24,8,17,Distributed-Individual
10,20,7,8,Hierarchical-Collective
13,22,5,25,Distributed-Individual
12,20,7,17,Distributed-Individual
12,21,5,17,Distributed-Collective
13,24,5,25,Distributed-Individual
10,20,5,17,Hierarchical-Collective
21,22,5,12,Distributed-Individual
20,20,11,5,Distributed-Individual
20,21,5,5,Distributed-Collective
22,24,8,12,Distributed-Individual
18,20,7,5,Hierarchical-Collective
21,22,5,8,Distributed-Individual
20,20,11,5,Distributed-Individual
20,21,5,5,Distributed-Collective
22,24,8,8,Distributed-Individual
18,20,7,5,Hierarchical-Collective
7,12,17,21,Hierarchical-Collective
7,13,16,21,Hierarchical-Individual
10,13,20,21,Distributed-Collective
7,12,12,21,Hierarchical-Collective
7,13,12,21,Hierarchical-Individual
10,13,15,21,Distributed-Collective
7,12,17,21,Hierarchical-Collective
7,13,16,21,Hierarchical-Individual
10,13,20,21,Distributed-Collective
9,22,5,25,Hierarchical-Collective
9,22,5,21,Hierarchical-Collective
18,22,12,17,Hierarchical-Collective
18,22,8,17,Hierarchical-Collective
9,22,8,21,Hierarchical-Collective
18,21,14,12,Hierarchical-Collective
17,22,9,12,Hierarchical-Collective
18,21,5,8,Hierarchical-Collective
17,22,5,8,Hierarchical-Collective
18,21,14,17,Hierarchical-Collective
17,22,9,17,Hierarchical-Collective
10,21,14,25,Hierarchical-Collective
9,22,9,25,Hierarchical-Collective
18,21,10,12,Hierarchical-Collective
17,22,5,12,Hierarchical-Collective
10,21,5,21,Hierarchical-Collective
9,22,5,21,Hierarchical-Collective
11,11,23,17,Hierarchical-Collective
9,20,14,17,Distributed-Individual
11,11,19,17,Hierarchical-Individual
10,13,22,8,Hierarchical-Individual
11,11,23,21,Hierarchical-Collective
9,20,14,21,Distributed-Individual
11,11,19,21,Hierarchical-Individual
10,13,22,12,Hierarchical-Individual
19,11,19,12,Hierarchical-Collective
17,20,10,12,Distributed-Individual
19,11,15,12,Hierarchical-Individual
19,13,18,5,Hierarchical-Individual
19,11,19,12,Hierarchical-Collective
17,20,10,12,Distributed-Individual
19,11,15,12,Hierarchical-Individual
19,13,18,5,Hierarchical-Individual
9,15,17,17,Hierarchical-Collective
9,15,8,21,Hierarchical-Collective
17,15,12,12,Hierarchical-Collective
10,20,5,12,Distributed-Individual
10,20,13,8,Distributed-Individual
10,20,5,17,Distributed-Individual
10,20,13,12,Distributed-Individual
19,21,16,5,Hierarchical-Individual
16,21,16,5,Distributed-Individual
19,21,16,5,Hierarchical-Individual
16,21,16,5,Distributed-Individual
19,21,8,5,Hierarchical-Individual
16,21,8,5,Distributed-Individual
11,21,16,12,Hierarchical-Individual
8,21,16,12,Distributed-Individual
11,21,12,8,Hierarchical-Individual
8,21,12,8,Distributed-Individual
20,25,5,8,Distributed-Individual
11,25,5,17,Distributed-Individual
16,11,20,8,Distributed-Collective
16,11,13,8,Distributed-Collective
7,11,24,17,Distributed-Collective
8,11,17,17,Distributed-Collective
16,11,20,5,Distributed-Collective
16,11,13,5,Distributed-Collective
7,11,20,8,Distributed-Collective
8,11,13,8,Distributed-Collective
18,23,5,8,Distributed-Collective
17,19,8,5,Distributed-Individual
19,11,17,8,Distributed-Individual
9,23,10,21,Distributed-Collective
9,19,12,12,Distributed-Individual
11,11,21,21,Distributed-Individual
18,23,5,17,Distributed-Collective
17,19,8,8,Distributed-Individual
19,11,17,17,Distributed-Individual
18,23,5,12,Distributed-Collective
17,19,5,5,Distributed-Individual
19,11,12,12,Distributed-Individual
9,22,9,12,Hierarchical-Individual
7,22,16,12,Distributed-Individual
9,22,5,12,Hierarchical-Individual
7,22,8,12,Distributed-Individual
9,22,9,12,Hierarchical-Individual
7,22,16,12,Distributed-Individual
9,22,9,12,Hierarchical-Individual
7,22,16,12,Distributed-Individual
9,22,9,17,Hierarchical-Individual
7,22,16,17,Distributed-Individual
19,20,15,8,Hierarchical-Individual
17,21,15,8,Distributed-Individual
17,13,18,8,Distributed-Individual
17,20,16,8,Hierarchical-Individual
18,20,14,8,Hierarchical-Individual
18,20,15,8,Distributed-Individual
17,21,7,12,Distributed-Individual
17,13,9,12,Distributed-Individual
17,20,8,12,Hierarchical-Individual
18,20,5,12,Hierarchical-Individual
18,20,6,12,Distributed-Individual
9,21,7,17,Distributed-Individual
9,13,9,17,Distributed-Individual
9,20,8,17,Hierarchical-Individual
10,20,5,17,Hierarchical-Individual
9,20,6,17,Distributed-Individual
9,21,11,21,Distributed-Individual
9,13,13,21,Distributed-Individual
9,20,12,21,Hierarchical-Individual
10,20,10,21,Hierarchical-Individual
9,20,10,21,Distributed-Individual
14,20,14,17,Distributed-Collective
14,20,10,17,Distributed-Collective
19,20,6,8,Hierarchical-Individual
15,19,7,17,Distributed-Individual
11,20,10,8,Hierarchical-Individual
7,19,11,17,Distributed-Individual
11,20,15,12,Hierarchical-Individual
7,19,15,21,Distributed-Individual
11,20,15,8,Hierarchical-Individual
7,19,15,17,Distributed-Individual
11,20,6,12,Hierarchical-Individual
7,19,7,21,Distributed-Individual
19,20,10,5,Hierarchical-Individual
15,19,11,12,Distributed-Individual
16,11,20,12,Distributed-Collective
16,11,16,17,Distributed-Collective
8,11,16,17,Distributed-Collective
22,11,18,12,Hierarchical-Individual
22,20,12,5,Hierarchical-Individual
21,20,6,12,Hierarchical-Collective
21,21,6,12,Distributed-Individual
20,22,11,12,Hierarchical-Collective
14,11,18,17,Hierarchical-Individual
13,20,12,8,Hierarchical-Individual
12,20,6,17,Hierarchical-Collective
13,21,6,17,Distributed-Individual
12,22,11,17,Hierarchical-Collective
21,18,13,8,Hierarchical-Individual
20,18,9,8,Distributed-Individual
21,18,9,17,Hierarchical-Individual
20,18,5,17,Distributed-Individual
21,18,13,12,Hierarchical-Individual
20,18,9,12,Distributed-Individual
21,18,9,12,Hierarchical-Individual
20,18,5,12,Distributed-Individual
12,18,5,17,Hierarchical-Individual
12,18,5,17,Distributed-Individual
21,18,13,12,Hierarchical-Individual
20,18,9,12,Distributed-Individual
12,18,9,25,Hierarchical-Individual
12,18,5,25,Distributed-Individual
12,18,13,21,Hierarchical-Individual
12,18,9,21,Distributed-Individual
17,10,17,8,Distributed-Collective
18,12,14,5,Distributed-Individual
17,19,5,5,Distributed-Collective
9,10,21,21,Distributed-Collective
10,12,18,12,Distributed-Individual
8,19,7,12,Distributed-Collective
17,10,21,12,Distributed-Collective
18,12,18,5,Distributed-Individual
17,19,7,5,Distributed-Collective
9,10,21,17,Distributed-Collective
10,12,18,8,Distributed-Individual
8,19,7,8,Distributed-Collective
17,10,25,12,Distributed-Collective
18,12,22,5,Distributed-Individual
17,19,11,5,Distributed-Collective
17,10,25,17,Distributed-Collective
18,12,22,8,Distributed-Individual
17,19,11,8,Distributed-Collective
9,10,21,21,Distributed-Collective
10,12,18,12,Distributed-Individual
8,19,7,12,Distributed-Collective
9,10,21,17,Distributed-Collective
10,12,18,8,Distributed-Individual
8,19,7,8,Distributed-Collective
9,10,21,25,Distributed-Collective
10,12,18,17,Distributed-Individual
8,19,7,17,Distributed-Collective
21,22,9,12,Distributed-Collective
20,10,17,12,Distributed-Individual
19,19,10,12,Distributed-Individual
20,18,8,12,Distributed-Collective
13,22,9,25,Distributed-Collective
11,10,17,25,Distributed-Individual
11,19,10,25,Distributed-Individual
12,18,8,25,Distributed-Collective
17,23,5,12,Hierarchical-Collective
20,22,8,12,Hierarchical-Collective
20,14,8,12,Distributed-Collective
20,11,11,5,Distributed-Collective
17,23,14,12,Hierarchical-Collective
20,22,17,12,Hierarchical-Collective
20,14,17,12,Distributed-Collective
20,11,20,5,Distributed-Collective
17,23,5,12,Hierarchical-Collective
20,22,8,12,Hierarchical-Collective
20,14,8,12,Distributed-Collective
